Season,Player,Tm,G,MP,PTS,Total_PTS,PTS_per_48
2023,Tyler Herro,MIA,1,19.0,12.0,12.0,30.31578947368421
2023,Haywood Highsmith,MIA,18,8.9,3.3,59.4,17.79775280898876
2023,Aaron Holiday,ATL,1,4.0,0.0,0.0,0.0
2023,Jrue Holiday,MIL,5,38.2,17.8,89.0,22.36649214659686
2023,Al Horford,BOS,20,30.9,6.7,134.0,10.407766990291263
2023,Danuel House Jr.,PHI,7,6.0,2.9,20.3,23.2
2023,Kevin Huerter,SAC,7,26.1,9.1,63.699999999999996,16.735632183908045
2023,De'Andre Hunter,ATL,6,37.3,16.7,100.19999999999999,21.490616621983918
2023,Bones Hyland,LAC,5,16.4,8.6,43.0,25.170731707317074
2023,Joe Ingles,MIL,5,17.8,6.8,34.0,18.337078651685392
2023,Jaren Jackson Jr.,MEM,6,36.7,18.0,108.0,23.542234332425068
2023,Reggie Jackson,DEN,6,3.0,0.5,3.0,8.0
2023,LeBron James,LAL,16,38.7,24.5,392.0,30.387596899224807
2023,DaQuan Jeffries,NYK,2,2.5,0.0,0.0,0.0
2023,Cameron Johnson,BRK,4,38.0,18.5,74.0,23.36842105263158
2023,Jalen Johnson,ATL,6,9.3,4.3,25.799999999999997,22.193548387096772
2023,Nikola Jokić,DEN,20,39.5,30.0,600.0,36.45569620253165
2023,Tyus Jones,MEM,6,20.0,4.5,27.0,10.799999999999999
2023,DeAndre Jordan,DEN,4,3.5,1.3,5.2,17.82857142857143
2023,Nikola Jović,MIA,7,1.9,0.3,2.1,7.578947368421052
2023,Luke Kennard,MEM,5,21.4,7.2,36.0,16.149532710280376
2023,Nathan Knight,MIN,2,2.5,1.0,2.0,19.2
2023,John Konchar,MEM,5,9.8,0.8,4.0,3.918367346938775
2023,Furkan Korkmaz,PHI,3,3.7,0.7,2.0999999999999996,9.081081081081079
2023,Luke Kornet,BOS,8,4.0,2.1,16.8,25.200000000000003
2023,Jonathan Kuminga,GSW,10,6.1,3.4,34.0,26.75409836065574
2023,Anthony Lamb,GSW,6,5.2,0.8,4.800000000000001,7.384615384615384
2023,Jock Landale,PHO,7,16.1,6.1,42.699999999999996,18.186335403726705
2023,Damion Lee,PHO,8,11.1,2.1,16.8,9.081081081081082
2023,Alex Len,SAC,7,7.7,2.7,18.900000000000002,16.83116883116883
2023,Kawhi Leonard,LAC,2,40.0,34.5,69.0,41.4
2023,Meyers Leonard,MIL,2,2.5,0.0,0.0,0.0
2023,Caris LeVert,CLE,5,34.0,15.0,75.0,21.176470588235297
2023,Kenneth Lofton Jr.,MEM,4,3.0,1.8,7.2,28.8
2023,Kevon Looney,GSW,13,25.0,6.5,84.5,12.48
2023,Brook Lopez,MIL,5,36.4,19.0,95.0,25.054945054945055
2023,Robin Lopez,CLE,2,3.0,4.0,8.0,64.0
2023,Kevin Love,MIA,20,18.0,6.9,138.0,18.4
2023,Kyle Lowry,MIA,23,26.0,9.2,211.6,16.984615384615385
2023,Trey Lyles,SAC,7,16.9,6.6,46.199999999999996,18.745562130177515
2023,Terance Mann,LAC,5,26.6,10.6,53.0,19.12781954887218
2023,Caleb Martin,MIA,23,30.2,12.7,292.09999999999997,20.18543046357616
2023,Wesley Matthews,MIL,2,20.5,6.0,12.0,14.048780487804876
2023,Tyrese Maxey,PHI,11,38.5,20.5,225.5,25.558441558441558
2023,Miles McBride,NYK,8,2.5,0.4,3.2,7.68
2023,Jalen McDaniels,PHI,8,12.8,2.4,19.2,9.0
2023,Jordan McLaughlin,MIN,2,7.0,0.0,0.0,0.0
2023,De'Anthony Melton,PHI,11,24.9,7.9,86.9,15.228915662650605
2023,Chimezie Metu,SAC,3,2.0,0.7,2.0999999999999996,16.799999999999997
2023,Khris Middleton,MIL,5,34.6,23.8,119.0,33.017341040462426
2023,Patty Mills,BRK,1,5.0,0.0,0.0,0.0
2023,Shake Milton,PHI,6,3.5,1.3,7.800000000000001,17.82857142857143
2023,Josh Minott,MIN,1,6.0,0.0,0.0,0.0
2023,Davion Mitchell,SAC,7,20.0,7.1,49.699999999999996,17.04
2023,Donovan Mitchell,CLE,5,41.4,23.2,116.0,26.89855072463768
2023,Evan Mobley,CLE,5,37.6,9.8,49.0,12.51063829787234
2023,Malik Monk,SAC,7,29.3,19.0,133.0,31.126279863481226
2023,Moses Moody,GSW,12,13.4,5.8,69.6,20.776119402985074
2023,Wendell Moore Jr.,MIN,1,2.0,0.0,0.0,0.0
2023,Ja Morant,MEM,5,37.4,24.6,123.0,31.572192513368986
2023,Marcus Morris,LAC,3,22.7,8.7,26.099999999999998,18.396475770925107
2023,Dejounte Murray,ATL,5,38.0,23.0,115.0,29.052631578947366
2023,Jamal Murray,DEN,20,40.0,26.1,522.0,31.32
2023,Keegan Murray,SAC,7,27.7,9.7,67.89999999999999,16.808664259927795
2023,Mike Muscala,BOS,6,3.5,1.5,9.0,20.57142857142857
2023,Raul Neto,CLE,2,3.5,0.5,1.0,6.857142857142857
2023,Georges Niang,PHI,11,14.3,4.4,48.400000000000006,14.76923076923077
2023,Zeke Nnaji,DEN,5,2.4,1.0,5.0,20.0
2023,Jaylen Nowell,MIN,5,12.4,3.2,16.0,12.387096774193548
2023,Royce O'Neale,BRK,4,29.5,5.0,20.0,8.135593220338983
2023,Josh Okogie,PHO,10,17.5,4.1,41.0,11.245714285714286
2023,Onyeka Okongwu,ATL,6,21.8,6.0,36.0,13.211009174311927
2023,Isaac Okoro,CLE,5,15.0,6.4,32.0,20.480000000000004
2023,Victor Oladipo,MIA,2,22.5,11.5,23.0,24.53333333333333
2023,Cedi Osman,CLE,5,18.6,6.0,30.0,15.483870967741936
2023,Chris Paul,PHO,7,35.7,12.4,86.8,16.672268907563023
2023,Cameron Payne,PHO,7,21.7,8.1,56.699999999999996,17.917050691244242
2023,Gary Payton II,GSW,12,16.0,6.8,81.6,20.4
2023,Mason Plumlee,LAC,5,18.2,8.2,41.0,21.626373626373624
2023,Jordan Poole,GSW,13,21.8,10.3,133.9,22.67889908256881
2023,Michael Porter Jr.,DEN,20,32.7,13.4,268.0,19.6697247706422
2023,Bobby Portis,MIL,5,21.4,9.6,48.0,21.532710280373834
2023,Norman Powell,LAC,5,33.4,21.8,109.0,31.32934131736527
2023,Jason Preston,LAC,1,1.0,0.0,0.0,0.0
2023,Taurean Prince,MIN,5,20.0,7.8,39.0,18.72
2023,Payton Pritchard,BOS,10,5.7,3.2,32.0,26.94736842105263
2023,Immanuel Quickley,NYK,8,21.9,9.0,72.0,19.726027397260278
2023,Julius Randle,NYK,10,33.0,16.6,166.0,24.145454545454548
2023,Austin Reaves,LAL,16,36.2,16.9,270.4,22.408839779005522
2023,Paul Reed,PHI,11,14.3,4.6,50.599999999999994,15.44055944055944
2023,Austin Rivers,MIN,4,11.5,2.5,10.0,10.434782608695652
2023,Duncan Robinson,MIA,23,18.2,9.0,207.0,23.736263736263737
2023,Mitchell Robinson,NYK,11,27.1,6.5,71.5,11.512915129151292
2023,David Roddy,MEM,6,12.7,3.8,22.799999999999997,14.36220472440945
2023,Derrick Rose,NYK,1,3.0,0.0,0.0,0.0
2023,Terrence Ross,PHO,6,11.5,3.7,22.200000000000003,15.443478260869565
2023,Ricky Rubio,CLE,3,5.7,0.0,0.0,0.0
2023,D'Angelo Russell,LAL,16,29.6,13.3,212.8,21.56756756756757
2023,Domantas Sabonis,SAC,7,34.7,16.4,114.79999999999998,22.68587896253602
2023,Dennis Schröder,LAL,16,26.1,7.4,118.4,13.609195402298852
2023,Landry Shamet,PHO,10,18.4,4.8,48.0,12.521739130434783
2023,Day'Ron Sharpe,BRK,2,10.0,3.0,6.0,14.399999999999999
2023,Marcus Smart,BOS,20,34.0,14.9,298.0,21.035294117647062
2023,Ish Smith,DEN,4,3.0,0.5,2.0,8.0
2023,Jaden Springer,PHI,4,4.3,2.3,9.2,25.674418604651162
2023,Lamar Stevens,CLE,2,4.5,2.5,5.0,26.666666666666664
2023,Max Strus,MIA,23,28.2,9.3,213.9,15.829787234042554
2023,Edmond Sumner,BRK,1,4.0,0.0,0.0,0.0
2023,Jayson Tatum,BOS,20,40.0,27.2,544.0,32.64
2023,Cam Thomas,BRK,2,8.0,3.0,6.0,18.0
2023,Klay Thompson,GSW,13,36.0,18.5,240.5,24.666666666666664
2023,Tristan Thompson,LAL,6,5.3,1.8,10.8,16.30188679245283
2023,Xavier Tillman Sr.,MEM,6,30.5,8.7,52.199999999999996,13.691803278688523
2023,Obi Toppin,NYK,11,15.9,7.0,77.0,21.132075471698112
2023,Karl-Anthony Towns,MIN,5,36.0,18.2,91.0,24.266666666666666
2023,P.J. Tucker,PHI,11,26.7,4.9,53.900000000000006,8.808988764044944
2023,Jarred Vanderbilt,LAL,15,16.5,4.6,69.0,13.381818181818181
2023,Gabe Vincent,MIA,22,30.5,12.7,279.4,19.98688524590164
2023,Dean Wade,CLE,2,5.5,1.0,2.0,8.727272727272727
2023,Ish Wainright,PHO,6,3.5,0.5,3.0,6.857142857142857
2023,Lonnie Walker IV,LAL,13,13.8,6.2,80.60000000000001,21.565217391304348
2023,T.J. Warren,PHO,6,13.5,2.7,16.200000000000003,9.6
2023,Yuta Watanabe,BRK,1,5.0,3.0,3.0,28.799999999999997
2023,Peyton Watson,DEN,5,2.8,1.0,5.0,17.142857142857142
2023,Russell Westbrook,LAC,5,38.4,23.6,118.0,29.5
2023,Derrick White,BOS,20,29.7,13.4,268.0,21.656565656565657
2023,Andrew Wiggins,GSW,13,34.0,16.7,217.1,23.576470588235296
2023,Grant Williams,BOS,15,17.7,5.1,76.5,13.830508474576272
2023,Robert Williams,BOS,20,20.9,7.7,154.0,17.68421052631579
2023,Ziaire Williams,MEM,4,3.0,1.3,5.2,20.8
2023,Trae Young,ATL,6,38.3,29.2,175.2,36.595300261096604
2023,Omer Yurtseven,MIA,8,2.0,0.5,4.0,12.0
2023,Cody Zeller,MIA,21,8.3,2.2,46.2,12.722891566265059
2023,Ivica Zubac,LAC,5,26.0,9.2,46.0,16.984615384615385
